message	phishing	url	dominio	tiene_https	longitud_url	presencia_subdominio	palabras_clave_sospechosas
El artículo que buscas está en la página 10 de la revista. Lo leí y pensé en ti. ¡Es muy interesante!	0			0	0	0	0
Che, te vi con una mina en el cine. Quien era?	0			0	0	0	0
La entrega de tu pedido ha sido programada para mañana. Estoy emocionado por ti. ¡Espero que te guste!	0			0	0	0	0
Me compre una bici nueva, vamos a andar?	0			0	0	0	0
¡Ganaste un día de parapente! Reservá en www.parapente-vuelo.com.ar y volá como un pájaro.	1			0	0	0	0
Hoy fui a una competencia de baile. Me divertí mucho	0			0	0	0	0
La conexión de tu cuenta de redes sociales ha sido realizada. Ahora puedes compartir directamente desde nuestra plataforma.	0			0	0	0	1
Vi a tu hermana en el centro comercial. No la había visto en años. ¡Se ve igual!	0			0	0	0	0
Voy a hacer una barbacoa este fin de semana. ¿Te gustaría venir?	0			0	0	0	0
Tu cuenta está en riesgo de ser suspendida. Ingresa tus detalles aquí para verificarla.	1			0	0	0	1
¡Oferta especial! Compra este producto ahora y obtén un segundo gratis. Haz clic aquí.	1			0	0	0	1
Tu reserva en el hotel ha sido confirmada. Aquí tienes los detalles. ¡Disfruta de tu estancia!	0			0	0	0	0
¡Promo en fiambres! Comprá en www.fiambres-descuento.com.ar y disfrutá de un picadito.	1			0	0	0	0
Verifica tu identidad ahora para evitar cargos adicionales en tu cuenta. Haz clic aquí.	1			0	0	0	1
El libro que pediste está ahora disponible en la biblioteca.	0			0	0	0	0
Hoy fui a una cata de vinos. Me emborraché, jajaja	0			0	0	0	0
Tu opinión cuenta. Participa en nuestra encuesta en www.encuesta-opinion.com.ar y recibe un regalo.	1			0	0	0	1
¿Cuál es tu número de tarjeta de crédito? Quiero comprarte el regalo online.	1			0	0	0	0
Tu vuelo ha sido reservado y pagado. Todo está listo. ¡Estoy emocionado por tu viaje!	0			0	0	0	0
Te vi en una foto con una mina. Quien es? Contame todo	0			0	0	0	0
La confirmación de tu registro para el torneo en línea ha sido recibida. Prepárate para competir y buena suerte.	0			0	0	0	0
Boludo, me dejó mi novia. No sé q hacer	0			0	0	0	0
¡Hola! Tu cita con el dentista es el próximo martes a las 3 p. m. No lo olvides.	0			0	0	0	0
Vamos a la fiesta de Maria, te prendes?	0			0	0	0	0
Tu pedido ha sido recibido y está siendo procesado.	0			0	0	0	0
Tu registro para la competencia en línea ha sido exitoso. Te enviaremos detalles adicionales pronto.	0			0	0	0	0
Q opinas del nuevo presidente? Yo estoy preocupado	0			0	0	0	0
La garantía de tu producto ha sido extendida por 6 meses. Gracias por elegirnos.	0			0	0	0	0
¡Felicidades por ser aceptado en la universidad de tus sueños! Estamos todos muy orgullosos de ti.	0			0	0	0	0
Tu turno en la farmacia fue programado. Confirmá en www.farmacia-turno.com.ar y retirá tus medicamentos.	1			0	0	0	0
La verdad, no me gusto la pelicula, una lastima	0			0	0	0	0
Tu examen de conducir fue programado. Confirmá en www.examen-conducir.com.ar y preparate para manejar.	1			0	0	0	0
Necesito tu dirección completa para enviarte el paquete. ¿Me la das?	1			0	0	0	0
¡Última oportunidad! Gana $10,000 en nuestro sorteo exclusivo. Regístrate aquí.	1			0	0	0	0
¡Oferta única! Compra este producto ahora con un 50% de descuento. Haz clic aquí.	1			0	0	0	0
¡Tu diseño ha sido seleccionado! Vota por él en www.diseño-seleccionado.com.ar.	1			0	0	0	0
Se me rompió la compu. Sabes arreglarla?	0			0	0	0	0
me enteré de un negocio que te hace rico en 6 meses. Depositas $2,000 y te prometen $20,000. ¡Es una oportunidad única, no te quedés afuera!	1			0	0	0	0
Hola, ¿cómo estás? Solo un recordatorio amistoso sobre nuestra cena de esta noche. ¡Nos vemos a las 7!	0			0	0	0	0
¡Ganaste un día de golf! Reservá tu horario en www.golf-gratis.com.ar y practicá tu swing.	1			0	0	0	1
Che, me prestas plata? Te la devuelvo el mes q viene	0			0	0	0	0
Tu tarjeta ha sido cargada. Si no reconoces este cargo, haz clic aquí para disputarlo.	1			0	0	0	0
Che, te acordas de nuestro viaje a Bariloche? Qué épocas	0			0	0	0	0
¡Cupones de descuento para la parrilla de Carlitos! Solo tenés que registrarte en URL.	1			0	0	0	0
La clase de baile de esta noche ha sido pospuesta. Lo siento por el inconveniente. Te avisaré la nueva fecha.	0			0	0	0	0
Tu artículo ha sido publicado. ¡Gran trabajo! Sabía que podías hacerlo.	0			0	0	0	0
La renovación de tu licencia de software ha sido exitosa. Continúa disfrutando de todas las características sin interrupciones.	0			0	0	0	0
¿Te enteraste de Zoey? Es una criptomoneda revolucionaria en la que si invertís ahora, te prometen un retorno increíble a largo plazo. ¡No te lo pierdas!	1			0	0	0	0
Tu coche está listo en el taller. Puedes pasar a recogerlo cuando quieras.	0			0	0	0	0
La receta que me pediste está en el correo electrónico que te envié ayer.	0			0	0	0	0
Q quilombo en el centro, me tomó una hora llegar a casa	0			0	0	0	0
Oye, ¿cuál es tu cuenta bancaria? Quiero hacerte una transferencia.	1			0	0	0	1
¡Oferta en accesorios de moda! Comprá en www.accesorios-descuento.com.ar y lucí a la última.	1			0	0	0	0
Tu turno en el taller mecánico fue confirmado. Revisalo en www.taller-mecanico.com.ar y arreglá tu auto.	1			0	0	0	0
¡Oferta especial! Compra este producto ahora y obtén un segundo gratis. Haz clic aquí.	1			0	0	0	1
Tu cita para la prueba de manejo ha sido programada. Verifica en www.prueba-manejo.com.ar.	1			0	0	0	0
La activación de tu software ha sido exitosa. Aquí tienes una guía para comenzar.	0			0	0	0	0
Actualiza tus detalles de pago ahora para evitar la suspensión del servicio. Haz clic aquí.	1			0	0	0	0
Tu mesa para la noche de comedia ha sido reservada. Confirma en www.comedia-reserva.com.ar.	1			0	0	0	0
Che, necesito tu clave de Wifi para conectarme. Me quedé sin datos y tengo que mandar un mail	1			0	0	0	0
La oferta especial en la tienda termina hoy. ¡Aprovecha si estás interesado!	0			0	0	0	0
¡Oferta por tiempo limitado! Compra ahora y obtén envío gratis. Haz clic aquí.	1			0	0	0	1
La oferta especial en la tienda termina hoy. ¡Aprovecha!	0			0	0	0	0
Tu cuenta de Spotify fue hackeada. Recuperá tu acceso en www.spotify-recuperacion.com.ar y seguí escuchando música.	1			0	0	0	1
Te elegimos para una encuesta exclusiva. Completa tus datos en www.encuesta-premio.com y gana una gift card!	1			0	0	0	1
Estoy buscando un nuevo apartamento. ¿Conoces algo bueno?	0			0	0	0	0
Me pinto la nostalgia. Me acuerdo cuando ibamos al colegio juntos	0			0	0	0	0
Che, necesito un abogado. Sabes de alguno bueno?	0			0	0	0	0
Has sido seleccionado para recibir un regalo gratuito. Haz clic aquí para reclamarlo.	1			0	0	0	0
No puedo creer lo q paso ayer en el partido, un desastre	0			0	0	0	0
El entrenamiento de esta noche ha sido cancelado. Lo siento por el cambio de planes. ¿Qué te parece si lo intentamos mañana?	0			0	0	0	0
La programación de tu actualización de hardware en la tienda ha sido confirmada. Por favor, lleva tu dispositivo a nuestra ubicación.	0			0	0	0	0
Tu pedido ha sido procesado y estará en camino pronto.	0			0	0	0	0
Me invitaron a un casamiento. Q me pongo?	0			0	0	0	0
Che, metele que llegamos tarde. No seas pajero	0			0	0	0	0
La oferta especial en nuestra tienda termina mañana.	0			0	0	0	0
Tu informe ha sido revisado y será publicado pronto.	0			0	0	0	0
¿Me das tu número de cuenta? Quiero transferirte la plata ahora.	1			0	0	0	1
Che, me pasas la tarea? No la entendi	0			0	0	0	0
¡Tu historia ha sido seleccionada para nuestro podcast! Escúchala en www.podcast-historia.com.ar.	1			0	0	0	0
Estoy planeando un viaje. ¿Quieres unirte?	0			0	0	0	0
Tu cita para donar sangre ha sido confirmada. Verifica en www.donar-sangre.com.ar.	1			0	0	0	0
Tu pedido ha sido recibido y está siendo procesado. Te mantendré informado si hay novedades.	0			0	0	0	0
Boludo, se me cayó el celular al inodoro. Un desastre	0			0	0	0	0
La reunión con el equipo ha sido programada para las 2 p. m.	0			0	0	0	0
Tu vuelo ha sido reservado y pagado. ¡Nos vemos pronto! Estoy emocionado por tu visita.	0			0	0	0	0
La respuesta a tu pregunta sobre las opciones de entrega ha sido enviada. Ofrecemos envío estándar y exprés.	0			0	0	0	0
No puedo creer que nos graduemos pronto. ¿Estás emocionado?	0			0	0	0	0
Recibe un descuento especial en tu próxima compra. Solo ingresa tus datos aquí.	1			0	0	0	0
Acabo de ver el informe que enviaste. ¡Buen trabajo! Si tienes algo más que agregar, avísame.	0			0	0	0	0
Completa esta encuesta y gana una tarjeta de regalo de $200. Haz clic aquí.	1			0	0	0	1
Creo que olvidé apagar el horno. ¿Puedes checarlo por mi?	0			0	0	0	0
La activación de tu cuenta multiusuario ha sido completada. Invita a tu equipo utilizando la función de invitación.	0			0	0	0	1
Me llegó un mensaje de voz tuyo, pero no puedo abrirlo. ¿Qué onda?	1			0	0	0	0
Estoy pensando en tomar una clase de baile. ¿Te interesa?	0			0	0	0	0
¡Oferta en artículos de papelería! Comprá en www.papeleria-descuento.com.ar y organizá tu escritorio.	1			0	0	0	0
¿Podés darme tu número de cuenta bancaria? Quiero hacerte una transferencia.	1			0	0	0	1
Boludo, mi hermano se va a vivir a España. No lo puedo creer	0			0	0	0	0
Ganate unas vacaciones en Mar del Plata. Solo entrá acá y completá el formulario. URL.	1			0	0	0	0
Oye, ¿me das una foto de tu firma? Necesito compararla con algo.	1			0	0	0	0
La restauración de tus archivos de la papelera ha sido realizada. Los encontrarás en su ubicación original.	0			0	0	0	0
La fecha límite para la tarea se ha cambiado a la próxima semana.	0			0	0	0	0
Tu reserva en el restaurante ha sido confirmada para las 8 p. m.	0			0	0	0	0
Hoy fui a bailar y me encontré con tu primo	0			0	0	0	0
¡Oferta en libros! Comprá en www.libros-promo.com.ar y disfrutá de la lectura.	1			0	0	0	0
Boludo, casi me choca un auto hoy. Q susto	0			0	0	0	0
¿Podés enviarme una foto de tu pasaporte? Es para una reserva de vuelo.	1			0	0	0	0
Che, te paso este link para q te anotes en el sorteo d un iPhone nuevo. No te lo pierdas! www.ganaiPhoneYa.com	1			0	0	0	1
Che, me llegó un mail con este link tuyo. ¿Vos lo mandaste? URL.	1			0	0	0	0
¡Ganaste un día de kayak! Reservá en www.kayak-aventura.com.ar y remá por los ríos.	1			0	0	0	0
La actualización de tu configuración de accesibilidad ha sido realizada. Háznos saber si hay algo más en lo que podamos ayudarte.	0			0	0	0	0
La inscripción en nuestra lista de espera ha sido confirmada. Te notificaremos cuando el producto esté disponible.	0			0	0	0	0
La instalación de la extensión solicitada ha sido realizada. Prueba su funcionalidad y házanos saber si todo está bien.	0			0	0	0	0
Tu hijo ha sido aceptado en la universidad de su elección. ¡Estamos muy orgullosos!	0			0	0	0	0
La verificación de tu estado de estudiante ha sido exitosa. Tu descuento estudiantil ahora está activo.	0			0	0	0	0
Tu cuenta de Amazon fue bloqueada. Recuperá tu acceso en www.amazon-recuperacion.com.ar y seguí comprando.	1			0	0	0	1
La reunión de mañana ha sido cambiada a las 2 p. m.	0			0	0	0	0
La configuración de tu asistente virtual ha sido actualizada con tus preferencias. Prueba diciendo 'Hola' para comenzar.	0			0	0	0	0
¡Tu aplicación ha sido destacada en nuestra tienda! Descárgala en www.aplicación-destacada.com.ar.	1			0	0	0	0
La confirmación de tu reserva para el taller práctico ha sido recibida. Por favor, trae tu propio equipo.	0			0	0	0	0
La práctica de fútbol de esta noche ha sido reprogramada.	0			0	0	0	0
Zoey es la nueva criptomoneda que está causando revuelo. Depositas tu plata y te aseguran un retorno increíble a largo plazo. ¡Es una oportunidad única, aprovechala!	1			0	0	0	1
¡Ganaste un crucero! Reservá tu lugar en www.crucero-gratis.com.ar y navegá por el Caribe.	1			0	0	0	1
¡Oferta especial! Entrá a www.ropa-barata.com.ar y llevate 3 prendas al precio de 2. Solo por hoy.	1			0	0	0	0
Hoy fui a un spa. Me siento renovado	0			0	0	0	0
La respuesta a tu solicitud de cambio de moneda en la cuenta ha sido enviada. Lamentablemente, no podemos cambiar la moneda en este momento.	0			0	0	0	1
La configuración de tu firewall ha sido actualizada. Revisa los registros regularmente para detectar actividad sospechosa.	0			0	0	0	0
¡Advertencia! Tu cuenta será cerrada si no verificas tu identidad ahora. Haz clic aquí.	1			0	0	0	1
Tu tarjeta de crédito ha sido actualizada. Gracias por la información. Todo está seguro.	0			0	0	0	0
Estoy pensando en cambiar de trabajo. ¿Qué opinas?	0			0	0	0	0
La entrega de tu pedido ha sido reprogramada para mañana. Te mantendré informado si hay más cambios.	0			0	0	0	0
Obtén acceso exclusivo a nuestra oferta especial. Solo ingresa tus datos aquí.	1			0	0	0	0
La fecha límite para la presentación se ha extendido hasta el lunes.	0			0	0	0	0
¡Oferta de trabajo! Postulate en www.trabajo-ya.com.ar y empezá a trabajar la semana que viene.	1			0	0	0	0
¡Ganaste una clase de buceo! Reservá en www.buceo-clase.com.ar y explorá el fondo del mar.	1			0	0	0	0
¡Tu poesía ha sido publicada! Léela en nuestra revista en www.poema-publicado.com.ar.	1			0	0	0	0
me enteré de una inversión que te hace millonario en 6 meses. Depositas $5,000 y te devuelven $50,000. ¡Es una oportunidad única, no te la pierdas!	1			0	0	0	0
Oye, ¿te llegó el correo de la promo del banco? Me parece medio trucho.	1			0	0	0	0
Tu mesa en el restaurante temático ha sido reservada. Confirma en www.restaurante-temático.com.ar.	1			0	0	0	0
Tu cuenta de eBay fue hackeada. Recuperá tu acceso en www.ebay-recuperacion.com.ar y seguí comprando.	1			0	0	0	1
Tenes planes para el finde? Podemos ir al cine	0			0	0	0	0
¡Oferta por tiempo limitado! Compra ahora y obtén envío gratis. Haz clic aquí.	1			0	0	0	1
Tu cita con el médico ha sido confirmada para el viernes.	0			0	0	0	0
Tenes un cargador para prestarme? Me quede sin bateria	0			0	0	0	0
Estoy viendo una película genial. ¿Quieres unirte?	0			0	0	0	0
La oferta en nuestra tienda en línea termina a medianoche. Sé que estabas interesado, así que no te lo pierdas.	0			0	0	0	0
Necesito comprar un regalo para mi hermana. ¿Algún idea?	0			0	0	0	0
La configuración de tu filtro de spam ha sido actualizada. Revisa la carpeta de spam regularmente por falsos positivos.	0			0	0	0	0
Tu inscripción en el gimnasio ha sido renovada. ¡A seguir entrenando juntos!	0			0	0	0	0
La receta que me pediste está en el correo electrónico que te envié ayer. ¡Disfrútalo!	0			0	0	0	0
La activación de tu configuración de respaldo en la nube ha sido exitosa. Tus datos están ahora seguros y accesibles.	0			0	0	0	0
¡Únete ahora! Nuestro programa exclusivo te ayudará a ganar dinero rápidamente. Haz clic aquí.	1			0	0	0	1
La entrega de tu pedido ha sido programada para mañana. Estoy emocionado por ti. ¡Espero que te guste!	0			0	0	0	0
La conferencia ha sido movida al salón B. Te veré allí. ¡Va a ser emocionante!	0			0	0	0	0
Tu consulta sobre el error en la aplicación ha sido registrada. Nuestro equipo técnico te responderá pronto.	0			0	0	0	0
Q onda esa serie q me recomendaste? No me gustó nada	0			0	0	0	0
Q haces para Navidad? Yo me voy a lo de mis viejos	0			0	0	0	0
¡Tu mascota es la estrella del mes! Mira su foto en www.mascota-estrella.com.ar.	1			0	0	0	0
¡Ganaste una clase de zumba! Reservá en www.zumba-clase.com.ar y bailá al ritmo de la música.	1			0	0	0	0
Che, me pasas la receta de las empanadas?	0			0	0	0	0
Vamos a la exposicion el domingo, te prendes?	0			0	0	0	0
Tu reserva para la cata de cervezas está lista. Confirma en www.cata-cervezas.com.ar.	1			0	0	0	0
Tu solicitud de transferencia ha sido aprobada.	0			0	0	0	0
¡Ganaste una sesión de masajes! Reservá en www.masajes-relax.com.ar y olvidate del estrés.	1			0	0	0	0
¡Descuentos en ropa deportiva! Solo por hoy en URL. ¡Imperdible!	1			0	0	0	0
¡Promo en relojes! Comprá en www.relojes-descuento.com.ar y lucí elegante.	1			0	0	0	0
La oferta en nuestra tienda en línea termina a medianoche. Sé que estabas interesado, así que no te lo pierdas.	0			0	0	0	0
La receta que pediste está adjunta en este correo.	0			0	0	0	0
La activación de tu seguimiento de hábitos en nuestra aplicación ha sido exitosa. Comienza a registrar tus hábitos hoy.	0			0	0	0	0
¡Tus habilidades artísticas han sido reconocidas! Participa en nuestra exposición en www.arte-exposicion.com.ar.	1			0	0	0	0
Boludo, se me pinchó una goma. Venis a ayudarme?	0			0	0	0	0
Che, sabes si Laura está de novia con alguien?	0			0	0	0	0
Tu pedido ha sido enviado. Aquí tienes el número de seguimiento. ¡Espero que te guste!	0			0	0	0	0
Voy a hacer un pastel. ¿Quieres ayudarme?	0			0	0	0	0
Boludo, me hicieron una multa de tránsito. Un afano	0			0	0	0	0
Tu factura de internet está pendiente. Pagala en www.internet-pago.com.ar antes de que te corten el servicio.	1			0	0	0	0
La reunión con el proveedor ha sido programada para el lunes. Te enviaré los detalles pronto.	0			0	0	0	0
La evaluación gratuita de nuestro software ha sido activada en tu cuenta. Disfrútala durante los próximos 30 días.	0			0	0	0	1
Obtén acceso exclusivo a nuestra oferta especial. Solo ingresa tus datos aquí.	1			0	0	0	0
Recibimos una solicitud de cambio de contraseña. Si no fuiste tú, haz clic aquí.	1			0	0	0	0
El artículo que quieres está en la sección de negocios del periódico.	0			0	0	0	0
Verifica tu cuenta ahora para evitar la suspensión del servicio. Haz clic aquí.	1			0	0	0	1
No puedo creer que haya terminado la serie. ¿Qué vamos a ver ahora?	0			0	0	0	0
La actualización de tu plan de suscripción ha sido procesada. Disfruta de tus nuevas características y beneficios.	0			0	0	0	0
hay una oportunidad de oro para invertir. Ponés $3,000 y te prometen $30,000 en medio año. ¡Vamos a ser ricos, no te quedés afuera!	1			0	0	0	0
encontré el negocio del siglo. Invertís $1,000 y te prometen hacerte rico en 6 meses. Todos se están uniendo, ¡no te quedés afuera!	1			0	0	0	0
¡Promo en suplementos deportivos! Comprá en www.suplementos-descuento.com.ar y alcanzá tus objetivos.	1			0	0	0	0
Tu cuenta de WhatsApp necesita verificación. Hacelo en www.whatsapp-seguro.com.ar y seguí chateando.	1			0	0	0	1
La actualización de seguridad de tu cuenta ha sido exitosa. Considera activar la autenticación de dos factores para mayor protección.	0			0	0	0	1
Tu cita con el terapeuta ha sido confirmada para el martes. Es importante para ti, así que no lo olvides.	0			0	0	0	0
Tu solicitud de soporte técnico ha sido escalada a un especialista. Te contactaremos en breve.	0			0	0	0	0
Ganate un viaje a Bariloche. Solo tenés que entrar en URL y seguir los pasos.	1			0	0	0	0
La receta que me pediste está en el correo electrónico que te envié ayer. ¡Disfrútalo!	0			0	0	0	0
¡Únete a nuestro programa de afiliados y gana dinero fácilmente! Haz clic aquí.	1			0	0	0	1
Gana un viaje todo pagado a nuestro destino exclusivo. Regístrate aquí.	1			0	0	0	0
Tu tarjeta de crédito ha sido actualizada. Gracias por la información.	0			0	0	0	0
Has sido elegido para una prueba gratuita de nuestro servicio. Haz clic aquí para comenzar.	1			0	0	0	0
¿Escuchaste de Zoey? Es una criptomoneda en la que si invertís ahora, te prometen recuperar tu inversión con grandes ganancias. ¡Es tu chance de ser parte del futuro!	1			0	0	0	1
Che, me olvidé de regarte las plantas. No me mates!	0			0	0	0	0
La solicitud de cambio de dirección de envío ha sido procesada. Tu paquete llegará a la nueva dirección.	0			0	0	0	0
Che, me devolvés el libro q te presté? Lo necesito	0			0	0	0	0
Boludo, te llamé como mil veces. Atendeme cuando puedas	0			0	0	0	0
La receta que me pediste está en el libro de cocina. Página 52. ¡Es deliciosa!	0			0	0	0	0
¿Me das tu número de pasaporte? Es para la reserva del hotel.	1			0	0	0	0
La receta que me pediste está en el libro en la cocina.	0			0	0	0	0
Che, no te olvides de traer la guitarra a la juntada	0			0	0	0	0
Estuve mirando autos para comprar. Todo una fortuna, loco	0			0	0	0	0
¡Boludo! Entrá a esta página y mirá lo que encontré. URL.	1			0	0	0	0
¡Oferta en zapatillas! Comprá en www.zapatillas-promo.com.ar y caminá con estilo.	1			0	0	0	0
¡Feliz cumpleaños! Espero que tengas un gran día.	0			0	0	0	0
La integración de tu sistema con nuestra API ha sido completada. Encuentra la documentación adjunta.	0			0	0	0	0
Actualiza tus detalles de pago ahora para evitar la suspensión del servicio. Haz clic aquí.	1			0	0	0	0
Tu inscripción en el maratón ha sido confirmada. Consulta los detalles en www.maratón-inscripción.com.ar.	1			0	0	0	0
La programación de tu consulta de soporte en vivo ha sido confirmada. Únete a la sesión usando el enlace proporcionado.	0			0	0	0	0
¿Me pasás tu número de cuenta bancaria? Quiero devolverte la plata.	1			0	0	0	1
Q onda con el nuevo parque? Vamos a conocerlo?	0			0	0	0	0
Che, me pasas la salsa? Los fideos estan secos	0			0	0	0	0
Estoy re cansado de la facu, necesito vacaciones ya	0			0	0	0	0
Q haces? Me podes pasar tu clave de Netflix? Quiero ver una serie y no tengo cuenta	1			0	0	0	1
Tu cita para la revisión del coche ha sido programada.	0			0	0	0	0
La cancelación de tu suscripción ha sido procesada. Lamentamos verte partir y agradecemos tus comentarios.	0			0	0	0	0
Tu perfil ha sido seleccionado para una oferta exclusiva. Regístrate aquí para aprovecharla.	1			0	0	0	0
¡Ganaste una clase de natación! Reservá en www.natacion-clase.com.ar y nadá como un pez.	1			0	0	0	0
Che, vi una pelicula buenisima. Te paso el link despues	0			0	0	0	0
¡Oferta en artículos de pesca! Comprá en www.pesca-descuento.com.ar y preparate para tu próxima salida.	1			0	0	0	0
¡Promo en gafas de sol! Comprá en www.gafas-descuento.com.ar y protegé tus ojos con estilo.	1			0	0	0	0
¡Promo en cervezas! Comprá en www.cervezas-promo.com.ar y disfrutá con tus amigos.	1			0	0	0	0
Boludo, me clonaron la tarjeta. No sé q hacer	0			0	0	0	0
¡Bombazo! Descuentos en electrodomésticos en URL. Solo por hoy.	1			0	0	0	0
Tu tarjeta fue bloqueada por actividad sospechosa. Ingresa a www.tarjeta-segura.com.ar y verifica tu identidad ahora.	1			0	0	0	1
La fecha límite para la tarea se ha cambiado a la próxima semana. Más tiempo para hacerlo perfecto.	0			0	0	0	0
¡Oferta en ropa deportiva! Comprá en www.deporte-descuento.com.ar y entrená con comodidad.	1			0	0	0	0
Hoy fui a una charla sobre meditación. Me encantó	0			0	0	0	0
¡Sorpresa! Has sido elegido para una prueba gratuita de nuestro servicio premium. Regístrate aquí.	1			0	0	0	0
encontré una inversión que te va a encantar. Depositas $1,000 y te prometen $10,000 en 6 meses. Todos mis amigos ya se unieron. ¡No te lo pierdas!	1			0	0	0	0
Voy al gimnasio. ¿Te gustaría venir?	0			0	0	0	0
Ganate un fin de semana en las sierras. Solo tenés que registrarte en URL.	1			0	0	0	0
Me compre un auto nuevo, cuando lo ves?	0			0	0	0	0
Te cuento sobre Zoey, la criptomoneda revolucionaria. Ponés tu dinero y te garantizan recuperarlo multiplicado. Muchos ya se están uniendo, ¡es tu momento de invertir!	1			0	0	0	0
Boludo, me encontré con tu ex. Q momento incómodo	0			0	0	0	0
¡Oferta de trabajo! Postulate en www.trabajo-ya.com.ar y empezá a trabajar la semana que viene.	1			0	0	0	0
La fecha límite para el proyecto se ha extendido hasta el viernes.	0			0	0	0	0
Q tal el concierto? Yo no pude ir al final	0			0	0	0	0
La clase de esta noche ha sido reprogramada para mañana.	0			0	0	0	0
Tu cuenta de Facebook fue hackeada. Recuperá tu acceso en www.facebook-recuperacion.com.ar.	1			0	0	0	1
Boludo, encontré una billetera en la calle. Q hago?	0			0	0	0	0
Che, te acordas de esa mina de la facu? La vi el otro dia en el super	0			0	0	0	0
Tu reserva para la demostración del producto ha sido confirmada. Nos vemos en nuestro showroom.	0			0	0	0	0
Boludo, se me cayó el café encima. Qué día!	0			0	0	0	0
Tu tarjeta de crédito ha sido bloqueada. Ingresa tus datos aquí para desbloquearla.	1			0	0	0	0
El mantenimiento programado para el sistema será mañana de 2 a 4 a. m. Espera interrupciones temporales en el servicio.	0			0	0	0	0
Tu reserva en el hotel ha sido confirmada. Aquí tienes los detalles. ¡Disfruta de tu estancia!	0			0	0	0	0
¡Boludo! Entrá en este grupo de WhatsApp que encontré. Está re copado. URL.	1			0	0	0	0
¡Tu fotografía ha sido exhibida en nuestra galería! Visítala en www.foto-galería.com.ar.	1			0	0	0	0
La activación de tu plan de soporte extendido ha sido procesada. Ahora tienes acceso a soporte prioritario 24/7.	0			0	0	0	0
Tu pedido ha sido recibido y está siendo procesado. Te mantendré informado si hay novedades.	0			0	0	0	0
Tu inscripción al gimnasio está pendiente. Completala en www.gimnasio-inscripcion.com.ar y empezá a entrenar.	1			0	0	0	0
Estoy en una reunión. Te llamo en cuanto termine.	0			0	0	0	0
Tu informe ha sido aprobado y será presentado mañana. ¡Excelente trabajo! Estoy impresionado.	0			0	0	0	0
Q onda con la nueva tecnología? Yo no entiendo nada	0			0	0	0	0
Voy a la playa este fin de semana. ¿Te gustaría unirte?	0			0	0	0	0
Tu inscripción en el gimnasio ha sido renovada.	0			0	0	0	0
La conferencia ha sido trasladada al aula principal. ¡Te veré allí!	0			0	0	0	0
Tu vuelo para mañana ha sido confirmado. Todo está listo. ¡Buen viaje!	0			0	0	0	0
Tenes un destapador? Necesito abrir una botella	0			0	0	0	0
Hoy fui a una exposición de arte. Me encantó	0			0	0	0	0
¿Cuál es tu número de cuenta bancaria? Quiero hacerte una transferencia.	1			0	0	0	1
Tu informe ha sido aprobado y será presentado mañana.	0			0	0	0	0
Dnd estas? Te estoy esperando	0			0	0	0	0
Tu seguro de auto necesita renovación. Hacelo en www.seguro-auto.com.ar y manejá seguro.	1			0	0	0	0
Vamos a la feria el sabado, te prendes?	0			0	0	0	0
¡Ganaste un año de gimnasio gratis! Anotate en www.gimnasio-gratis.com.ar y ponete en forma.	1			0	0	0	1
Tu cuenta ha sido seleccionada para una oferta especial. Ingresa tus datos aquí.	1			0	0	0	1
¡Ganaste entradas para el cine! Canjealas en www.cine-gratis.com.ar y disfrutá de la película que quieras.	1			0	0	0	1
La verificación de tu identidad ha sido completada. Ahora tienes acceso completo a todos los servicios.	0			0	0	0	0
La confirmación de tu participación en nuestra prueba de usuario ha sido recibida. Tu opinión es vital para mejorar nuestro producto.	0			0	0	0	0
Tu solicitud de cambio de contraseña ha sido recibida. Sigue el enlace en tu correo electrónico para completar el proceso.	0			0	0	0	0
¡Oferta única en www.compraYa.com.ar! 50% de descuento en celulares hoy. No te lo pierdas, entrá ya.	1			0	0	0	0
La clase de baile de esta noche ha sido pospuesta. Lo siento por el cambio de planes, pero te mantendré informado.	0			0	0	0	0
Boludo, ¿me das tu número de cuenta? Necesito hacerte una transferencia.	1			0	0	0	1
Dale, nos vemos en el club a las 5	0			0	0	0	0
El concierto de esta noche ha sido cancelado. Consulta el sitio web para más detalles.	0			0	0	0	0
¡Voy a ser tío! Mi hermana está embarazada.	0			0	0	0	0
Tu solicitud de vacaciones ha sido aprobada.	0			0	0	0	0
La activación de tu acceso a la biblioteca en línea ha sido exitosa. Disfruta de miles de libros y revistas digitales.	0			0	0	0	0
Che, fijate en esta página que están sorteando entradas para el recital. URL.	1			0	0	0	0
Tu cuenta de Twitter necesita verificación. Hacelo en URL o te la cierran.	1			0	0	0	1
¡Felicitaciones! Has ganado un iPhone. Haz clic aquí para reclamarlo ahora.	1			0	0	0	1
Che, me llegó un mensaje tuyo con este link, pero no puedo abrirlo. ¿Qué es? URL.	1			0	0	0	0
Che, me invitaron a una entrevista de trabajo. Deséame suerte!	0			0	0	0	0
Tu coche está listo para ser recogido en el taller.	0			0	0	0	0
Tu tarjeta de biblioteca ha sido renovada por otro año. ¡A leer se ha dicho!	0			0	0	0	0
Tu cita para la revisión del coche ha sido programada. Te mantendré informado si hay algún cambio.	0			0	0	0	0
¡Oportunidad única! Comprá tu casa en www.casas-baratas.com.ar y mudate ya.	1			0	0	0	0
hay una oportunidad de ganar mucha plata. Invertís $5,000 y te garantizan $50,000 en solo 6 meses. ¡Vamos a ser millonarios, boludo!	1			0	0	0	1
