message	phishing	url	dominio	tiene_https	longitud_url	presencia_subdominio	palabras_clave_sospechosas
La receta que me pediste está en el libro de cocina. Página 52. ¡Es deliciosa!	0			0	0	0	0
La evaluación gratuita de nuestro software ha sido activada en tu cuenta. Disfrútala durante los próximos 30 días.	0			0	0	0	1
¡Ganaste un día de paintball! Reservá en www.paintball-diversion.com.ar y divertite con tus amigos.	1	http://www.paintball-diversion.com.ar	www.paintball-diversion.com.ar	0	37	0	0
La entrega de tu pedido ha sido programada para mañana.	0			0	0	0	0
Q opinas de la nueva ley? Yo no estoy de acuerdo	0			0	0	0	1
¡Oferta en zapatillas! Comprá en www.zapatillas-promo.com.ar y caminá con estilo.	1	http://www.zapatillas-promo.com.ar	www.zapatillas-promo.com.ar	0	34	0	0
El mantenimiento programado para el sistema será mañana de 2 a 4 a. m. Espera interrupciones temporales en el servicio.	0			0	0	0	0
Tu cuenta de GitHub necesita una verificación adicional. Por favor, envíame el código que te llegó a tu móvil.	1			0	0	0	1
Te enviaré el informe por correo electrónico. No necesito nada más por ahora.	0			0	0	0	0
Obtén un descuento del 60% en tu próxima compra. Solo regístrate aquí.	1			0	0	0	0
Voy a ese evento del que hablamos. ¿Quieres que compre entradas para ti también?	0			0	0	0	0
Te recomiendo ver este video sobre una forma fácil de hacer plata. Si te convence, te paso el CBU y hablamos.	1			0	0	0	0
Q haces con la moto? La estas usando?	0			0	0	0	0
Tu coche está listo en el taller. Puedes pasar a recogerlo cuando quieras.	0			0	0	0	0
¡Ofertón en vuelos a Córdoba! Solo por hoy en URL.	1			0	0	0	0
Hola! Soy del Banco Nacion. Necesitamos actualizar tus datos. Ingresa aca www.bna-seguridad.com y completa la info	1	http://www.bna-seguridad.com	www.bna-seguridad.com	0	28	0	1
Q opinas de los robots? Yo creo q van a dominar el mundo	0			0	0	0	1
¡Hola! Lamentablemente, tengo que cancelar nuestra reunión de mañana. ¿Podemos reprogramarla?	0			0	0	0	0
¿Vas a la juntada en lo de Marta? Te paso el grupo de WhatsApp para que te sumes.	0			0	0	0	0
Tu solicitud de transferencia ha sido aprobada. Estoy emocionado por esta nueva oportunidad para ti.	0			0	0	0	0
Q onda con tu proyecto? Necesitas ayuda?	0			0	0	0	0
Fui a ese bar que me dijiste. Excelente recomendación, la pasé genial. ¡Gracias!	0			0	0	0	0
La cancelación de tu reserva para el evento ha sido procesada. Si cambias de opinión, hay plazas disponibles.	0			0	0	0	1
Boludo, me quedé dormido y me perdí el partido. Cómo jugó Messi?	0			0	0	0	0
Tu inscripción en el maratón ha sido confirmada. Consulta los detalles en www.maratón-inscripción.com.ar.	1	http://www.maratón-inscripción.com.ar.	www.maratón-inscripción.com.ar.	0	38	0	0
Hey, olvidé mi billetera en tu coche. ¿Podemos encontrarnos mañana?	0			0	0	0	0
Vamos a la playa el finde, te prendes?	0			0	0	0	0
Para continuar con la descarga, proporcione su número de teléfono móvil.	1			0	0	0	0
Para continuar utilizando nuestro servicio, actualice sus detalles de pago en este enlace.	1			0	0	0	0
me enteré de un negocio que te hace rico en 6 meses. Depositas $2,000 y te prometen $20,000. ¡Es una oportunidad única, no te quedés afuera!	1			0	0	0	0
Q onda con la chica nueva? Te gusta?	0			0	0	0	0
Has sido elegido para la vacuna COVID-19. Por favor, confirma tu turno con el número de trámite del DNI.	1			0	0	0	0
Che, me prestas plata? Te la devuelvo el lunes	0			0	0	0	0
¡Hola! Eres el ganador de nuestro sorteo en Twittr. Reclama tu premio en: www.twittr.com/reclamar-premio (verifica la URL antes de ingresar).	1	http://www.twittr.com/reclamar-premio	www.twittr.com	0	37	0	1
Vi a tu hermana en el centro comercial. No la había visto en años. ¡Se ve igual!	0			0	0	0	0
Voy a hacer la compra online. ¿Tu tarjeta de débito sigue vigente?	0			0	0	0	1
Hoy fui a un casamiento. Me puse re elegante, jajaja	0			0	0	0	0
Tu suscripción a la revista ha sido renovada automáticamente.	0			0	0	0	0
Me encantó esa banda que me mostraste. Ya los agregué en Spotify. ¿Tenés algo más para recomendarme?	0			0	0	0	0
Tu perfil ha sido elegido para una vacante en nuestra empresa. Completa el formulario con tus datos para asegurar tu puesto.	1			0	0	0	1
Estoy pensando en comprar esa moto que tenés. ¿Cómo te está resultando? Saludos.	0			0	0	0	0
Te hemos elegido para una entrevista en nuestra empresa. Envía tus datos y CV para asegurar tu lugar.	1			0	0	0	1
Tu turno para la vacuna está confirmado. Necesitamos tu número de trámite del DNI para la verificación final.	1			0	0	0	0
¡Qué bueno el cumple de ayer! Te mandé las fotos por mail. Miralas cuando puedas.	0			0	0	0	0
Vamos a la feria el sabado, te prendes?	0			0	0	0	0
Tu solicitud de cambio de contraseña ha sido recibida. Sigue el enlace en tu correo electrónico para completar el proceso.	0			0	0	0	0
Tengo entradas para el cine el fin de semana. ¿Querés que te reserve una? Hablame.	0			0	0	0	0
No puedo creer que seamos graduados! ¿Te acuerdas de nuestra primera clase juntos?	0			0	0	0	0
¡Tu talento musical ha sido reconocido! Participa en nuestro concurso en www.musica-talento.com.ar.	1	http://www.musica-talento.com.ar.	www.musica-talento.com.ar.	0	33	0	0
¡Ganaste una clase de zumba! Reservá en www.zumba-clase.com.ar y bailá al ritmo de la música.	1	http://www.zumba-clase.com.ar	www.zumba-clase.com.ar	0	29	0	0
Tu solicitud de préstamo ha sido aprobada.	0			0	0	0	0
La práctica de natación de esta noche ha sido cancelada. Nos vemos en la próxima.	0			0	0	0	0
¡Hola! Para obtener más información, visita nuestra página en Twitr: www.twitr.com/pagina-oficial (verifica la URL antes de acceder).	1	http://www.twitr.com/pagina-oficial	www.twitr.com	0	35	0	0
Tu espacio en el taller de escritura ha sido reservado. Detalles en www.taller-escritura.com.ar.	1	http://www.taller-escritura.com.ar.	www.taller-escritura.com.ar.	0	35	0	0
No te va a gustar, pero vendí el auto	0			0	0	0	0
Que tal, soy de la agencia de alquiler de autos. Confirme su reserva proporcionando su licencia de conducir y tarjeta de crédito.	1			0	0	0	1
Estoy re cansado de la facu, necesito vacaciones ya	0			0	0	0	0
Estoy en el centro comercial. ¿Necesitas algo?	0			0	0	0	0
Necesitamos actualizar su información de perfil. Por favor, proporcione su nombre completo y dirección.	1			0	0	0	0
Aquí tienes el link a la conferencia en línea. No es necesario registrarse.	0			0	0	0	0
Tu cuenta de Facebook fue hackeada. Recuperá tu acceso en www.facebook-recuperacion.com.ar.	1	http://www.facebook-recuperacion.com.ar.	www.facebook-recuperacion.com.ar.	0	40	0	1
Amigo, me encontré con una herencia de $1.000.000 y necesito una cuenta para transferirlo. ¿Me pasas tus datos bancarios? Te daré una parte.	1			0	0	0	1
Voy a hacer el asado este fin de semana. Si venís, traé la guitarra. ¡Nos vemos!	0			0	0	0	0
Fui a esa feria que me recomendaste. Compré unos mates hermosos. ¡Gracias por la data!	0			0	0	0	0
Tu cuenta ha sido bloqueada. Verifica tu identidad aquí para desbloquearla.	1			0	0	0	1
La configuración de tu acceso remoto ha sido realizada. Utiliza la autenticación de dos factores para mayor seguridad.	0			0	0	0	0
Hice demasiada sopa. ¿Quieres un poco?	0			0	0	0	0
Encontré ese vino que te gustó tanto en la vinoteca del barrio. ¿Lo compro para la próxima juntada?	0			0	0	0	0
Ganate un viaje a Bariloche. Solo tenés que entrar en URL y seguir los pasos.	1			0	0	0	0
Estoy por hacer la transferencia por la parrillada. Confirmame tu alias de CBU.	0			0	0	0	0
Tu informe ha sido recibido y está en revisión. Me gusta lo que veo hasta ahora.	0			0	0	0	0
¡Promo en artículos de belleza! Comprá en www.belleza-descuento.com.ar y cuidá tu piel.	1	http://www.belleza-descuento.com.ar	www.belleza-descuento.com.ar	0	35	0	0
¡Ganaste una clase de meditación! Reservá en www.meditacion-clase.com.ar y encontrá tu equilibrio.	1	http://www.meditacion-clase.com.ar	www.meditacion-clase.com.ar	0	34	0	0
Necesito tu dirección de mail para enviarte la invitación al casamiento de Sofía.	0			0	0	0	0
Te llegó un paquete, pero necesitan confirmar tu dirección. Completá tus datos acá. URL.	1			0	0	0	1
Verifica tu identidad ahora para evitar cargos adicionales en tu cuenta. Haz clic aquí.	1			0	0	0	1
Estoy muy emocionado por el concierto. ¿Tienes los boletos?	0			0	0	0	0
Aquí tienes el enlace al video que te recomendé. ¡Espero que te guste!	0			0	0	0	0
Tenes un mapa? Me perdi en la ciudad	0			0	0	0	0
Gane un iPhone gratis ahora. Solo necesita ingresar su información de tarjeta de crédito.	1			0	0	0	1
Tu pedido ha sido recibido y está siendo procesado. Te mantendré informado si hay novedades.	0			0	0	0	0
Me encantó tu último post en el blog. Muy inspirador. Te mando un abrazo grande.	0			0	0	0	0
Mañana hay paro, mejor sali temprano	0			0	0	0	0
¡Ganaste una sesión de masajes! Reservá en www.masajes-relax.com.ar y olvidate del estrés.	1	http://www.masajes-relax.com.ar	www.masajes-relax.com.ar	0	31	0	0
Oye, encontré estas fotos tuyas en la web. Mira aca www.tusFotosLeaked.com. ¿Es esto real?	1	http://www.tusFotosLeaked.com.	www.tusFotosLeaked.com.	0	30	0	0
Buen día, somos de la plataforma de streaming. Actualice su suscripción proporcionando su información de pago.	1			0	0	0	0
Que tal, soy del servicio técnico de su computadora. Necesitamos acceso remoto. Por favor, descargue este archivo.	1			0	0	0	0
La clase de esta noche ha sido cancelada debido al clima. Nos vemos en la próxima.	0			0	0	0	0
Estuve en esa exposición de arte que mencionaste. Fue increíble. ¿Has visto la nueva instalación?	0			0	0	0	0
Conocí una forma genial de ganar dinero fácil desde casa. ¿Te interesa? Regístrate aquí http://negocio-piramidal.com	1	http://negocio-piramidal.com	negocio-piramidal.com	0	28	0	1
¡Ganaste un día en el spa! Reservá tu cita en www.spa-gratis.com.ar y relajate.	1	http://www.spa-gratis.com.ar	www.spa-gratis.com.ar	0	28	0	1
La clase de yoga de esta noche ha sido cancelada. Lo siento por el inconveniente. ¿Podemos reprogramar?	0			0	0	0	0
Hoy me toca ir al medico, ojala q no me encuentre nada raro	0			0	0	0	0
Recibe un descuento especial en tu próxima compra. Solo ingresa tus datos aquí.	1			0	0	0	1
Che, ¿podés enviarme una foto de tu DNI? Es para un trámite rápido.	1			0	0	0	0
No puedo encontrar mi libro favorito. ¿Lo has visto?	0			0	0	0	0
Tu cuenta de eBay fue hackeada. Recuperá tu acceso en www.ebay-recuperacion.com.ar y seguí comprando.	1	http://www.ebay-recuperacion.com.ar	www.ebay-recuperacion.com.ar	0	35	0	1
Me invitaron a un casamiento. Q me pongo?	0			0	0	0	0
Che, ¿me pasás una foto de tu licencia? Es para un seguro que estoy sacando.	1			0	0	0	0
Vamos a tomar algo el sabado, te prendes?	0			0	0	0	0
Agradecemos tu interés en trabajar con FoodDelight. Te contactaremos pronto.	0			0	0	0	0
Tu suscripción está a punto de expirar. Renueva ahora con un descuento especial. Haz clic aquí.	1			0	0	0	0
Tu vuelo para mañana ha sido confirmado. Todo está listo. ¡Buen viaje!	0			0	0	0	0
¿Quieres salir a cenar esta noche?	0			0	0	0	0
¡Oferta en entradas de teatro! Comprá en www.teatro-promo.com.ar y disfrutá de una noche de cultura.	1	http://www.teatro-promo.com.ar	www.teatro-promo.com.ar	0	30	0	0
Has sido seleccionado para la prueba de COVID-19. Por favor, envíanos el número de trámite del DNI para confirmar.	1			0	0	0	0
Tu orden de flores ha sido enviada. Rastrea el envío en www.flores-envío.com.ar.	1	http://www.flores-envío.com.ar.	www.flores-envío.com.ar.	0	31	0	0
La eliminación de tu cuenta ha sido programada. Tienes 14 días para cancelar esta acción si cambias de opinión.	0			0	0	0	1
Tu solicitud de cambio de dirección ha sido procesada. Todo está actualizado ahora.	0			0	0	0	0
¡Hey! La película comienza a las 7 p. m. ¿Te veré allí? ¡Va a ser divertido!	0			0	0	0	0
¡Tu perfil ha sido seleccionado para nuestra red de negocios! Conéctate en www.red-negocios.com.ar.	1	http://www.red-negocios.com.ar.	www.red-negocios.com.ar.	0	31	0	0
Tu amigo te invitó a jugar online. Unite en www.juego-online.com.ar y divertite con él.	1	http://www.juego-online.com.ar	www.juego-online.com.ar	0	30	0	0
Che, me llegó un mensaje tuyo con este link, pero no puedo abrirlo. ¿Qué es? URL.	1			0	0	0	0
Tu tarjeta de crédito ha sido comprometida. Ingresa tus datos aquí para verificarla.	1			0	0	0	1
¡Oferta única! Compra este producto ahora con un 60% de descuento. Haz clic aquí.	1			0	0	0	0
Hola, tenemos un nuevo perfil en Twittr. Encuéntranos en: www.twittr.com/nuevo-perfil (asegúrate de que la URL sea correcta antes de seguir).	1	http://www.twittr.com/nuevo-perfil	www.twittr.com	0	34	0	0
Soy tu vecino del 3°B. Mirá estas fotos en www.tusfotos-online.com, ¿no es tu auto?	1	http://www.tusfotos-online.com,	www.tusfotos-online.com,	0	31	0	0
La receta que me pediste está en el correo electrónico que te envié ayer. ¡Disfrútalo!	0			0	0	0	0
Voy a la tienda. ¿Necesitas algo?	0			0	0	0	0
Necesito encontrar un nuevo lugar para vivir. ¿Conoces algo?	0			0	0	0	0
¡Hey! Vi esa película que recomendaste. Me encantó, ¿viste el último episodio de la serie que te dije?	0			0	0	0	0
¡No te lo pierdas! Este negocio te permite ganar $2000 en una semana. Solo invierte $200, trae a tus amigos y observa cómo crece tu dinero. Regístrate en http://ganancias-seguras.com	1	http://ganancias-seguras.com	ganancias-seguras.com	0	28	0	1
¡Ganaste una beca! Confirmá tus datos en www.beca-estudio.com.ar y empezá a estudiar gratis.	1	http://www.beca-estudio.com.ar	www.beca-estudio.com.ar	0	30	0	1
¡Gracias por el regalito en Zoom! ¡Me sacaste una sonrisa!	0			0	0	0	0
Estoy ayudando a un amigo con su cuenta de Twitter y necesito tu código de autenticador. ¿Podrías pasármelo?	1			0	0	0	1
Has sido preseleccionado para una oferta de empleo. Completa este formulario con tu información y asegura tu lugar.	1			0	0	0	1
Che, me llegó un código de verificación de WhatsApp a mi número por error. ¿Podés pasármelo? El número termina en 1234.	1			0	0	0	0
Oye, ¿te llegó el correo de la promo del banco? Me parece medio trucho.	1			0	0	0	0
Tuve un día difícil. Necesito hablar con alguien.	0			0	0	0	0
Si podés, mandame un video del problema con la compu. A ver si te puedo ayudar a arreglarlo.	0			0	0	0	0
Tu turno para la vacuna está listo. Necesitamos tu número de trámite del DNI para la confirmación final.	1			0	0	0	0
Tu inscripción en el seminario web ha sido exitosa. Te enviaremos un enlace de acceso 30 minutos antes de que comience.	0			0	0	0	0
Tu factura mensual ha sido pagada. Aquí tienes el recibo.	0			0	0	0	0
Vi tu video de YouTube sobre machine learning. ¡Muy informativo!	0			0	0	0	0
Tu cita en el dentista fue programada. Confirmá en www.dentista-cita.com.ar y cuidá tu sonrisa.	1	http://www.dentista-cita.com.ar	www.dentista-cita.com.ar	0	31	0	0
Me compre una bici nueva, vamos a andar?	0			0	0	0	0
Tu reserva para la cata de cervezas está lista. Confirma en www.cata-cervezas.com.ar.	1	http://www.cata-cervezas.com.ar.	www.cata-cervezas.com.ar.	0	32	0	0
Che, ¿cuál es tu número de cuenta? Quiero transferirte la plata.	1			0	0	0	1
Estoy por entrar a la página para sacar los tickets. ¿Tu tarjeta sigue siendo la misma?	0			0	0	0	1
Mi coche no arranca. ¿Puedes venir a ayudarme?	0			0	0	0	0
Tu tarjeta de regalo está lista. Reclámala en www.tarjeta-regalo.com.ar.	1	http://www.tarjeta-regalo.com.ar.	www.tarjeta-regalo.com.ar.	0	33	0	1
Oye, ¿me das tu dirección completa? Quiero mandarte algo por correo.	1			0	0	0	0
Che, me llegó un mail con este link tuyo. ¿Vos lo mandaste? URL.	1			0	0	0	0
La restauración de tus archivos de la papelera ha sido realizada. Los encontrarás en su ubicación original.	0			0	0	0	0
Tu amigo te invitó a un evento. Confirmá tu asistencia en www.evento-diversion.com.ar y pasala genial.	1	http://www.evento-diversion.com.ar	www.evento-diversion.com.ar	0	34	0	0
Hemos encontrado tu perfil ideal para nuestro equipo. Por favor, envíanos tu CV y datos para confirmar tu lugar.	1			0	0	0	1
Tu turno para la vacunación está listo. Envíanos el número de trámite del DNI para asegurar tu lugar.	1			0	0	0	1
Hola, ¿podrías enviarme la foto que tomamos en la fiesta el otro día? ¡Quedó genial!	0			0	0	0	0
¡Gracias por seguirme en Twitter! Me gusta mucho lo que compartes.	0			0	0	0	0
¡Tu serie favorita ya está disponible! Mírala ahora en www.serie-popular.com.ar antes que nadie.	1	http://www.serie-popular.com.ar	www.serie-popular.com.ar	0	31	0	0
Tu tarjeta de membresía ha sido renovada. Gracias por quedarte con nosotros.	0			0	0	0	1
Zoey es la criptomoneda que todos están eligiendo. Depositas ahora y te prometen un retorno increíble a largo plazo. ¡No te pierdas esta oportunidad de ser parte del futuro!	1			0	0	0	0
oye, ¿tienes planes para el fin de semana? Estoy pensando en una barbacoa.	0			0	0	0	0
¡Gracias por enviarme ese video en YouTube! Me encantó la canción.	0			0	0	0	0
Che, ¿esto es tuyo? Encontré este link con tu nombre. URL.	1			0	0	0	0
La solicitud de cambio de nombre en tu cuenta ha sido procesada. Utiliza tu nuevo nombre para referirte a tu cuenta.	0			0	0	0	1
Te ganaste dos entradas para el cine! Confirma tus datos en www.entradasGratisCine.com.ar y disfruta la pelicula!	1	http://www.entradasGratisCine.com.ar	www.entradasGratisCine.com.ar	0	36	0	1
La activación de tu servicio premium ha sido exitosa. Disfruta de una experiencia sin anuncios y con más características.	0			0	0	0	0
Para asegurar tu lugar en la vacunación, envíanos el número de trámite de tu DNI. ¡No te demores!	1			0	0	0	1
Amigo, me llegó un mail de tu cuenta con este link. ¿Es seguro? URL.	1			0	0	0	1
Che, te enteraste de la fiesta sorpresa para Fede?	0			0	0	0	0
¡Ganaste un día de campo! Reservá en www.campo-gratis.com.ar y disfrutá de la naturaleza.	1	http://www.campo-gratis.com.ar	www.campo-gratis.com.ar	0	30	0	1
Tu paquete está en camino. Seguilo en www.paquete-seguimiento.com.ar y sabé cuándo llega.	1	http://www.paquete-seguimiento.com.ar	www.paquete-seguimiento.com.ar	0	37	0	0
Te llame mil veces, q hacias?	0			0	0	0	0
Estoy viendo una película interesante. ¿Quieres unirte?	0			0	0	0	0
Creo que vi a tu hermano en la tienda. ¿Está en la ciudad?	0			0	0	0	0
Hoy fui a un spa. Me siento renovado	0			0	0	0	0
Vamos a la playa el finde, te prendes?	0			0	0	0	0
Oportunidad de trabajo en FinanGroup. Envíanos tu CV y datos personales para aplicar a este puesto exclusivo.	1			0	0	0	1
Tu solicitud de cambio de dirección ha sido procesada. Todo está actualizado ahora.	0			0	0	0	0
Gran oportunidad de trabajo en nuestra empresa. Envíanos tu CV y datos personales para aplicar ahora.	1			0	0	0	1
¡Oportunidad de empleo única! Envía tu CV y datos personales para aplicar. ¡Esta es tu chance!	1			0	0	0	1
Recibimos una solicitud de cambio de contraseña. Si no fuiste tú, haz clic aquí.	1			0	0	0	0
La programación de tu análisis antivirus diario ha sido configurada. Tu computadora será escaneada cada noche.	0			0	0	0	0
Tu boleta de patente está pendiente. Pagala en www.patente-pago.com.ar antes de que te multen.	1	http://www.patente-pago.com.ar	www.patente-pago.com.ar	0	30	0	0
Tu turno en el taller mecánico fue confirmado. Revisalo en www.taller-mecanico.com.ar y arreglá tu auto.	1	http://www.taller-mecanico.com.ar	www.taller-mecanico.com.ar	0	33	0	0
Envíe su número de teléfono ahora y gane una tarjeta de regalo.	1			0	0	0	1
Has sido preseleccionado para una oferta de empleo. Completa este formulario con tu información para confirmar.	1			0	0	0	0
Soy tu primo. Necesito tu ayuda urgente. Ingresa a www.ayudamePrimo.com y decime si podes hacerlo.	1	http://www.ayudamePrimo.com	www.ayudamePrimo.com	0	27	0	0
¡Tu dibujo ha sido seleccionado para nuestra portada! Míralo en www.dibujo-portada.com.ar.	1	http://www.dibujo-portada.com.ar.	www.dibujo-portada.com.ar.	0	33	0	0
La personalización de tu perfil ha sido guardada. Puedes realizar cambios adicionales en cualquier momento.	0			0	0	0	0
Su cuenta ha sido limitada. Verifíquela ahora enviando su información personal.	1			0	0	0	1
Hola, necesitamos verificar su cuenta de Google. Por favor, proporcione su contraseña.	1			0	0	0	1
Tu perfil ha sido seleccionado para un puesto en nuestra compañía. Completa este formulario con tu información.	1			0	0	0	0
Gracias por la información sobre los turnos de vacunación. Lo revisaré.	0			0	0	0	0
Tu reserva para la consulta en línea con nuestro experto ha sido confirmada. Asegúrate de tener una buena conexión a Internet.	0			0	0	0	0
La activación de tu acceso a la biblioteca en línea ha sido exitosa. Disfruta de miles de libros y revistas digitales.	0			0	0	0	0
¡Oferta especial! Entrá a www.ropa-barata.com.ar y llevate 3 prendas al precio de 2. Solo por hoy.	1	http://www.ropa-barata.com.ar	www.ropa-barata.com.ar	0	29	0	0
Tu solicitud de cambio de dirección ha sido procesada.	0			0	0	0	0
Encontré este video sobre una oportunidad única de invertir. Si te interesa, te paso un CBU y te explico todo.	1			0	0	0	0
Tu recomendación fue recibida. ¡Gracias por referir a tu amigo a AutoMotoCorp!	0			0	0	0	0
Tu turno para la vacuna COVID-19 está listo. Envíanos el número de trámite del DNI para confirmarlo.	1			0	0	0	0
Tu tarjeta SUBE fue bloqueada. Reactivala en www.sube-recarga.com.ar y viajá tranquilo.	1	http://www.sube-recarga.com.ar	www.sube-recarga.com.ar	0	30	0	1
Hoy fui al médico y me dijo q tengo que bajar de peso	0			0	0	0	0
Q haces el finde? Hay un asado en lo de Juan	0			0	0	0	0
¿Cuál es tu número de tarjeta de crédito? Quiero comprarte el regalo online.	1			0	0	0	1
Verifica tu identidad ahora para evitar cargos adicionales en tu cuenta. Haz clic aquí.	1			0	0	0	1
¡Gran trabajo en el proyecto! Estoy impresionado con tus habilidades.	0			0	0	0	0
La activación de tu cuenta de desarrollador ha sido completada. Ahora puedes comenzar a publicar en nuestra plataforma.	0			0	0	0	1
¡Felicidades! Ganaste un viaje a Córdoba. Confirmá tus datos en www.viajeGratisCBA.com y prepárate para viajar.	1	http://www.viajeGratisCBA.com	www.viajeGratisCBA.com	0	29	0	1
Che, ¿cuál es tu dirección de email? Quiero enviarte algo importante.	1			0	0	0	0
Tu reserva en el restaurante ha sido confirmada. Nos vemos a las 7.	0			0	0	0	0
Te enviamos un mensaje privado en Twitr. Lee el mensaje aquí: www.twitr.com/mensaje-privado (verifica la URL antes de acceder).	1	http://www.twitr.com/mensaje-privado	www.twitr.com	0	36	0	0
Voy al gimnasio. ¿Te gustaría venir?	0			0	0	0	0
La clase de baile de esta noche ha sido pospuesta.	0			0	0	0	0
Tu artículo en Medium fue muy útil. Gracias por compartir tus conocimientos.	0			0	0	0	0
Tu factura de teléfono ha sido pagada automáticamente. Todo está en orden.	0			0	0	0	0
me enteré de una inversión que te hace millonario en 6 meses. Depositas $5,000 y te devuelven $50,000. ¡Es una oportunidad única, no te la pierdas!	1			0	0	0	0
La práctica de tenis de esta noche ha sido cancelada debido al clima. Nos vemos en la próxima.	0			0	0	0	0
¡Oferta en tecnología! Comprá en www.tecnologia-ahorro.com.ar y actualizá tus dispositivos.	1	http://www.tecnologia-ahorro.com.ar	www.tecnologia-ahorro.com.ar	0	35	0	0
Tu cuenta de LinkedIn fue reportada. Tenés que confirmar tus datos en URL o te la bloquean.	1			0	0	0	1
Tu turno para la vacuna COVID-19 está listo. Por favor, envíanos el número de trámite del DNI para confirmarlo.	1			0	0	0	0
El grupo de estudio se reunirá el jueves. ¿Puedes unirte?	0			0	0	0	0
Che, tenes un cargador? Me quede sin bateria	0			0	0	0	0
Che, me invitaron a una entrevista de trabajo. Deséame suerte!	0			0	0	0	0
Tu presentación me ayudará en mi próxima reunión. ¡Gracias!	0			0	0	0	0
Tu vuelo ha sido reservado. Aquí tienes los detalles.	0			0	0	0	0
La oferta especial en nuestra tienda termina mañana. Pensé que te gustaría saberlo. ¡No te lo pierdas!	0			0	0	0	0
La receta que me pediste está en el correo electrónico que te envié ayer.	0			0	0	0	0
Te seleccionamos para una encuesta. Completala en www.encuesta-premio.com.ar y ganate una gift card de $1000.	1	http://www.encuesta-premio.com.ar	www.encuesta-premio.com.ar	0	33	0	1
Tenes una receta para pasarme? Quiero cocinar	0			0	0	0	0
Boludo, me enteré q van a aumentar el bondi de nuevo	0			0	0	0	0
La verificación de la firma digital de tu documento ha sido exitosa. El documento es auténtico y no ha sido alterado.	0			0	0	0	0
Te hemos elegido para un trabajo en nuestro equipo. Necesitamos tus datos personales para continuar. ¡Apúrate!	1			0	0	0	1
Tu informe ha sido revisado y será publicado pronto.	0			0	0	0	0
Te hemos seleccionado para un puesto de trabajo. Necesitamos tu CV y datos personales para seguir con el proceso.	1			0	0	0	1
Tus amigos te están esperando en este nuevo juego. Únete ahora en www.juego-amigos.com.ar y no te quedes afuera.	1	http://www.juego-amigos.com.ar	www.juego-amigos.com.ar	0	30	0	0
La receta que me pediste está en el libro en la estantería. ¡No puedo esperar a probarlo!	0			0	0	0	0
Te vi en el video de la boda. Parecía un día hermoso. ¡Espero que lo hayas disfrutado!	0			0	0	0	0
Has sido seleccionado para una oferta especial. Ingresa tus datos aquí para aprovecharla.	1			0	0	0	1
Tu tarjeta de crédito ha sido comprometida. Ingresa tus datos aquí para verificarla.	1			0	0	0	1
Encontré una promo de vuelos a Bariloche. ¿No querías ir? Acá te paso el link.	0			0	0	0	0
Hola, soy de ANSES. Necesitamos actualizar tus datos. Hacelo en www.anses-seguridad.com.ar antes del viernes.	1	http://www.anses-seguridad.com.ar	www.anses-seguridad.com.ar	0	33	0	1
La escuela estará cerrada mañana debido al mal tiempo.	0			0	0	0	0
Gracias por tu compra. Tu pedido está en camino.	0			0	0	0	0
La garantía de tu producto ha sido extendida por 6 meses. Gracias por elegirnos.	0			0	0	0	0
Leí tu artículo relacionado en tu blog. ¡Muy interesante!	0			0	0	0	0
Dale, nos vemos en el club a las 5	0			0	0	0	0
Soy del banco, tu cuenta fue hackeada. Cambiá tu contraseña en www.banco-seguro.com.ar ahora.	1	http://www.banco-seguro.com.ar	www.banco-seguro.com.ar	0	30	0	1
¡Ganaste una clase de hip hop! Reservá en www.hiphop-clase.com.ar y mové el cuerpo al ritmo de la música.	1	http://www.hiphop-clase.com.ar	www.hiphop-clase.com.ar	0	30	0	0
Estuve en esa playa que mencionaste en tu blog. Fue un gran viaje. ¡Gracias por la sugerencia!	0			0	0	0	0
La confirmación de tu registro para el torneo en línea ha sido recibida. Prepárate para competir y buena suerte.	0			0	0	0	0
Me llegó un mail tuyo con un archivo adjunto. ¿Lo abro?	1			0	0	0	0
Para confirmar tu turno para la vacuna, por favor envíanos el número de trámite del DNI. ¡Es urgente!	1			0	0	0	0
Buen día, somos del servicio de entrega. Hubo un problema con su paquete. Por favor, confirme su dirección.	1			0	0	0	0
Voy a la conferencia que sugeriste. Parece muy interesante. ¿Quieres que te traiga material?	0			0	0	0	0
La reserva de tu asiento en el curso en línea ha sido confirmada. Accede al material del curso en tu panel de usuario.	0			0	0	0	0
Me anoté en el gimnasio. A ponerse en forma	0			0	0	0	0
¿Sabes donde está el control remoto? No lo encuentro por ningun lado.	0			0	0	0	0
La receta que pediste está en el cajón de la cocina.	0			0	0	0	0
Zoey es la nueva criptomoneda que está causando revuelo. Depositas tu plata y te aseguran un retorno increíble a largo plazo. ¡Es una oportunidad única, aprovechala!	1			0	0	0	1
Me llegó un mensaje con tu nombre y este link. ¿Qué es? ¿Lo abro? URL.	1			0	0	0	0
¡Tu chiste ha sido seleccionado para nuestra revista! Léelo en www.chiste-seleccionado.com.ar.	1	http://www.chiste-seleccionado.com.ar.	www.chiste-seleccionado.com.ar.	0	38	0	0
La programación de tu evaluación gratuita en el sitio ha sido confirmada. Nuestro representante te visitará en la fecha acordada.	0			0	0	0	0
Aquí tienes el CBU para la transferencia. ¡Gracias por la ayuda!	0			0	0	0	0
Boludo, mi hermano se va a vivir a España. No lo puedo creer	0			0	0	0	0
