message	phishing
¡Gran noticia! Estamos contratando en Tu banco. Si estás interesado en unirte a nuestro equipo, Visita este enlace. Pero apresúrate, las vacantes son limitadas	1
¡Feliz cumpleaños! Espero que estés pasando un día maravilloso. Nos vemos pronto	0
¡Buenas noticias! ¡Oportunidad única!. Si te interesa, Contáctame aquí	1
Después de semanas de búsqueda, Fernando solucionó mi problema en un día. Verifica tu identidad para hablar con él	1
Tu reserva en el restaurante ha sido confirmada para las 8 p. m.	0
La factura de este mes ha sido pagada automáticamente.	0
Hola, soy yo, María. Me encuentro en una situación complicada durante mis vacaciones y necesito tu ayuda. ¿Puedes enviarme algo de dinero?	1
¿Viste el último episodio de esa serie en MercadoPago? No puedo creer lo que pasó	0
¡Hola! detalles de pago. Espero estés bien	0
Oye, ¿todavía tienes esos boletos para el evento en Tu banco?	0
¡Alerta! Hemos detectado actividad sospechosa en tu cuenta. Verifica aquí.	1
¡Hola! Estoy organizando un evento exclusivo y me encantaría que asistieras. Sigue este enlace para confirmar tu asistencia	1
Espero que estés bien. Me gustaría ponernos al día pronto. ¿Qué te parece si nos encontramos en Gmail?	0
Tu informe ha sido recibido y está en revisión.	0
Hola, ¿puedes enviarme ese archivo que discutimos en la última reunión en Facebook?	0
Has sido seleccionado para una oferta especial. Ingresa tus datos aquí para aprovecharla.	1
Sólo quería agradecerte por tu ayuda el otro día. Realmente aprecio tu apoyo	0
Estoy buscando sugerencias para la membresía. ¿Tienes alguna recomendación?	0
¡Oferta por tiempo limitado! Compra este producto con un descuento del 70%. Haz clic aquí.	1
¡Gracias por recomendarme Gmail! Ha sido de gran ayuda para mi trabajo	0
Has ganado un premio en nuestro sorteo exclusivo. Haz clic aquí para reclamarlo.	1
Esta publicación ha sido muy popular, pero hay comentarios mixtos. Visita este enlace para ver lo que otros están diciendo	1
Hola, la reunión se ha reprogramado. Avísame si tienes dudas	0
Estoy buscando sugerencias para nuestro servicio. ¿Tienes alguna recomendación?	0
¿Quieres destacar más? Por un pequeño pago, podemos mejorar tu perfil. Confirma tus detalles si estás interesado	1
Para evitar cargos adicionales en Banco Nación, te recomendamos Visita este enlace en el enlace adjunto	1
¿Cansado de esperar? María puede hacer ese trámite por ti. Aquí su contacto: @usuarioTwitter	1
Hey, mira este enlace que encontré: Visita este enlace. Es una historia increíble sobre ti. ¿Es cierto?	1
Gracias por tu interés en la última película. Te contactaremos pronto	0
No sé si viste esto, pero hay un video tuyo circulando por Facebook. Haz clic aquí para verlo. ¿Eres tú en el video?	1
¡Gracias por recomendarme MercadoPago! Ha sido de gran ayuda para mi trabajo	0
Estuve revisando Tu banco y encontré algo que podría interesarte. Te lo enviaré más tarde	0
Hola, parece que hubo un inicio de sesión extraño en tu cuenta Fibertel. Por favor, Verifica tu identidad para confirmar que fuiste tú	1
Estoy un poco ocupado ahora. ¿Puedo escribirte más tarde?	0
Conozco a alguien que te podría ayudar con ese trámite. Habla con Diego en @usuarioTwitter	1
Estoy organizando un pequeño evento este fin de semana. Sería genial si pudieras unirte	0
¡Enhorabuena! Has sido seleccionado para nuestro sorteo exclusivo en MercadoPago. Confirma tus detalles para reclamar tu premio	1
¡Hola! ¿Cómo estuvo tu día?	0
Recuerda enviar esos documentos para la próxima reunión en X. ¡Gracias!	0
He tenido una semana ocupada con el trabajo. Pero vi tu mensaje en Whatsapp y me alegró el día	0
¡Buenas noticias! ¡Última oportunidad!. Si te interesa, Haz clic aquí aquí	1
Aquí tienes la información de nuestro servicio que solicitaste. Saludos	0
¡Enhorabuena! Has sido seleccionado para nuestro sorteo exclusivo en X. Regístrate ahora para reclamar tu premio	1
Estoy leyendo un libro sobre la última película. Creo que te gustaría	0
Estoy organizando un pequeño evento este fin de semana. Sería genial si pudieras unirte	0
Alguien está difundiendo rumores sobre ti en Fibertel. Verifica tu identidad para ver lo que están diciendo	1
¡Última oportunidad! Gana $10,000 en nuestro sorteo exclusivo. Regístrate aquí.	1
El artículo que buscas está en la sección de deportes del periódico de hoy.	0
Tu cita para la entrevista ha sido confirmada para el lunes a las 3 p. m.	0
Si quieres saber cómo algunos están multiplicando sus ingresos, Regístrate ahora. Es más fácil de lo que piensas	1
Si estás buscando una inversión segura con buenos retornos, esta es tu oportunidad. Contáctame para más información	1
¿Has escuchado la nueva canción de Carlos? Está genial	0
El artículo que quieres leer está en la sección de tecnología.	0
Has sido seleccionado para una oferta especial. Ingresa tus datos aquí para aprovecharla.	1
El vuelo de mañana ha sido cancelado. Por favor, verifica con la aerolínea.	0
¡Gran noticia! Tenemos un ¡Oportunidad única! solo para ti. Sigue este enlace para aprovecharlo	1
La conferencia ha sido movida al salón B.	0
Desde que descubrí este negocio, mi vida cambió. Contáctame si quieres saber más	1
No sé si viste esto, pero hay un video tuyo circulando por Facebook. Visita este enlace para verlo. ¿Eres tú en el video?	1
Estamos lanzando una nueva app y nos gustaría que la pruebes. Haz clic aquí para descargarla. Asegúrate de revisar los permisos	1
La oferta especial en nuestra tienda termina mañana. ¡No te la pierdas!	0
¡Enhorabuena! Has sido seleccionado para una ¡Última oportunidad!. Haz clic para más detalles	1
¡Hola! Soy yo, Laura. He creado una nueva cuenta, la anterior fue hackeada. ¿Puedes ayudarme con un pequeño favor?	1
Conozco a alguien que te podría ayudar con ese trámite. Habla con Diego en @usuarioTwitter	1
Hey, mira este enlace que encontré: Haz clic. Es una historia increíble sobre ti. ¿Es cierto?	1
Espero que estés bien. Me gustaría ponernos al día pronto. ¿Qué te parece si nos encontramos en Facebook?	0
Hola, soy yo, María. Me encuentro en una situación complicada durante mis vacaciones y necesito tu ayuda. ¿Puedes enviarme algo de dinero?	1
¿Cansado de esperar? Juan puede hacer ese trámite por ti. Aquí su contacto: usuarioTelegram	1
Gana dinero desde casa con nuestro programa exclusivo. Regístrate aquí para comenzar.	1
La receta que me pediste está en el libro en la cocina.	0
¿Has escuchado la nueva canción de Laura? Está genial	0
Conozco a alguien que te podría ayudar con ese trámite. Habla con Carla en +54911XXXXXXX	1
El envío de tu pedido la reunión se ha reprogramado. ¡Gracias por elegirnos!	0
Si no quieres perder más tiempo en trámites, Fernando es la persona que necesitas. Encuentra más sobre él en +54911XXXXXXX	1
Por tu seguridad, hemos detectado una actividad sospechosa. Sigue este enlace para verificar	1
Vi una publicación sobre tu cuenta en Amazon y pensé que podrías encontrarla interesante	0
Laura ha sido una gran ayuda para mí. Si tienes problemas, contáctalo directamente en nombre.apellido@gmail.com	1
Netflix te trae esta oferta especial. Esperamos te guste	0
¿Has escuchado la nueva canción de Carlos? Está genial	0
El informe que pediste estará listo mañana.	0
Si no quieres perder más tiempo en trámites, Miguel es la persona que necesitas. Encuentra más sobre él en @usuarioTwitter	1
Estuve revisando Fibertel y encontré algo que podría interesarte. Te lo enviaré más tarde	0
¿Cansado de esperar? Laura puede hacer ese trámite por ti. Aquí su contacto: @usuarioTwitter	1
Si quieres saber cómo algunos están multiplicando sus ingresos, Haz clic. Es más fácil de lo que piensas	1
¡Buenas noticias! ¡Oportunidad única!. Si te interesa, Visita este enlace aquí	1
¡Esa receta que compartiste en MercadoPago se ve deliciosa! ¿Puedes pasarme los detalles?	0
¡Feliz cumpleaños! Espero que estés pasando un día maravilloso. Nos vemos pronto	0
Estoy un poco ocupado ahora. ¿Puedo escribirte más tarde?	0
Para evitar cargos adicionales en MercadoPago, te recomendamos Confirma tus detalles en el enlace adjunto	1
Tengo algunas recomendaciones de la última película que te podrían interesar. ¿Te las envío?	0
Estoy un poco ocupado ahora. ¿Puedo escribirte más tarde?	0
¡Hola! Soy el asistente virtual de Facebook. Parece que hay un pequeño problema con tu cuenta. Haz clic aquí para que te ayude	1
¿Cansado de esperar? Carlos puede hacer ese trámite por ti. Aquí su contacto: +54911XXXXXXX	1
He tenido una semana ocupada con el trabajo. Pero vi tu mensaje en Facebook y me alegró el día	0
¡Hola! Soy el asistente virtual de Whatsapp. Parece que hay un pequeño problema con tu cuenta. Contáctame para que te ayude	1
Esta publicación ha sido muy popular, pero hay comentarios mixtos. Ingresa tus datos para ver lo que otros están diciendo	1
¿Quieres destacar más? Por un pequeño pago, podemos mejorar tu perfil. Regístrate ahora si estás interesado	1
¡Gracias por compartir ese video en Facebook! Me hizo reír mucho	0
Conozco a alguien que te podría ayudar con ese trámite. Habla con Laura en @usuarioTwitter	1
Tu informe ha sido revisado y será publicado pronto.	0
El envío de tu pedido te extrañamos en el grupo. ¡Gracias por elegirnos!	0
¡Gracias por compartir ese video en Twitter! Me hizo reír mucho	0
Amazon te trae esta oferta especial. Esperamos te guste	0
Desde que descubrí este negocio, mi vida cambió. Contáctame si quieres saber más	1
Hola, parece que hubo un inicio de sesión extraño en tu cuenta Banco Nación. Por favor, Haz clic para confirmar que fuiste tú	1
¡Hola! ¿Cómo estuvo tu día?	0
¿Te gustaría ganar dinero sin mucho esfuerzo? Tenemos una oportunidad única para ti. Sigue este enlace para saber cómo	1
Recibí tu mensaje sobre la última película. Lo revisaré y te responderé pronto	0
Recibimos una notificación de que Gmail necesita una actualización. Haz clic aquí para asegurarte de que todo funcione correctamente	1
Gracias por tu interés en el último libro. Te contactaremos pronto	0
He estado pensando en lo que discutimos en Twitter. Deberíamos hablar más sobre eso	0
Vi una publicación sobre la membresía en Facebook y pensé que podrías encontrarla interesante	0
¡Únete ahora! Nuestro programa exclusivo te ayudará a ganar dinero rápidamente. Haz clic aquí.	1
¡Hola! tu pedido está en camino. Espero estés bien	0
Por tu seguridad, hemos detectado una actividad sospechosa. Visita este enlace para verificar	1
Sólo quería decirte que estuve pensando en ti. Espero que estemos en contacto pronto	0
Te escribo para recordarte sobre la reunión de mañana en MercadoPago. ¿Podrás asistir?	0
He tenido una semana ocupada con el trabajo. Pero vi tu mensaje en Banco Nación y me alegró el día	0
Tu reserva en el hotel ha sido confirmada. Aquí tienes los detalles.	0
Gana dinero fácilmente participando en nuestra encuesta exclusiva. Haz clic aquí.	1
Tu vuelo ha sido reservado. Aquí tienes los detalles.	0
Descubrí esta nueva app en Amazon. Es asombrosa y creo que te encantará. Contáctame para echarle un vistazo	1
Recibimos una notificación de que Tu banco necesita una actualización. Haz clic aquí para asegurarte de que todo funcione correctamente	1
Alguien está difundiendo rumores sobre ti en Whatsapp. Regístrate ahora para ver lo que están diciendo	1
¡Gracias por recomendarme Netflix! Ha sido de gran ayuda para mi trabajo	0
La receta que me pediste está en el libro en la estantería.	0
¿Has escuchado la nueva canción de Juan? Está genial	0
La práctica de baloncesto de esta noche ha sido pospuesta.	0
¡Felicidades! Ganaste un premio exclusivo. Confirma tus detalles para obtenerlo. Asegúrate de estar en el sitio oficial	1
La reparación de tu computadora ha sido completada. Puedes recogerla cuando quieras.	0
Oye, ¿recuerdas el nombre de esa película de la que hablamos en Netflix?	0
Tengo algunas recomendaciones de la membresía que te podrían interesar. ¿Te las envío?	0
Gracias por tu interés en la última película. Te contactaremos pronto	0
Hola, te he enviado el archivo. Avísame si tienes dudas	0
¿Viste el último episodio de esa serie en Twitter? No puedo creer lo que pasó	0
Te escribo para recordarte sobre la reunión de mañana en Netflix. ¿Podrás asistir?	0
Hola, hemos notado algo extraño en tu cuenta de Tu banco. ¿Fuiste tú? Si no, Visita este enlace para protegerte	1
Oye, ¿recuerdas el nombre de esa película de la que hablamos en Amazon?	0
Estuve revisando Gmail y encontré algo que podría interesarte. Te lo enviaré más tarde	0
Hola, ¿puedes enviarme ese archivo que discutimos en la última reunión en Gmail?	0
Aquí tienes la información de el último libro que solicitaste. Saludos	0
No sé si viste esto, pero hay un video tuyo circulando por Twitter. Sigue este enlace para verlo. ¿Eres tú en el video?	1
Hola, parece que tienes una factura pendiente con Facebook. Confirma tus detalles para ver los detalles	1
¡Enhorabuena! Has sido seleccionado para una ¡Oferta especial!. Haz clic para más detalles	1
¡Hola! Hace tiempo que no hablamos. ¿Cómo has estado?	0
Estamos lanzando una nueva app y nos gustaría que la pruebes. Haz clic aquí para descargarla. Asegúrate de revisar los permisos	1
Leí algo sorprendente sobre un tema que te podría interesar. Haz clic aquí para descubrir si es real o no	1
No sé si viste esto, pero hay un video tuyo circulando por Gmail. Sigue este enlace para verlo. ¿Eres tú en el video?	1
¡Gran noticia! Estamos contratando en Banco Nación. Si estás interesado en unirte a nuestro equipo, Haz clic. Pero apresúrate, las vacantes son limitadas	1
Recibí tu mensaje sobre el último libro. Lo revisaré y te responderé pronto	0
Estamos lanzando una nueva app y nos gustaría que la pruebes. Ingresa tus datos para descargarla. Asegúrate de revisar los permisos	1
Hola, hemos notado algo extraño en tu cuenta de Tu banco. ¿Fuiste tú? Si no, Verifica tu identidad para protegerte	1
Desde que descubrí este negocio, mi vida cambió. Haz clic si quieres saber más	1
No sé si viste esto, pero hay un video tuyo circulando por Gmail. Verifica tu identidad para verlo. ¿Eres tú en el video?	1
Estuve revisando Banco Nación y encontré algo que podría interesarte. Te lo enviaré más tarde	0
Hace mucho que no nos vemos. ¿Te gustaría salir a tomar algo esta semana?	0
Esta publicación ha sido muy popular, pero hay comentarios mixtos. Confirma tus detalles para ver lo que otros están diciendo	1
Hola, ¿puedes enviarme ese archivo que discutimos en la última reunión en Tu banco?	0
¡Esa receta que compartiste en Amazon se ve deliciosa! ¿Puedes pasarme los detalles?	0
Oye, perdí mi teléfono y tuve que conseguir uno nuevo. ¿Podemos ponernos al día mañana?	0
Estoy organizando un pequeño evento este fin de semana. Sería genial si pudieras unirte	0
¡Hola! Hace tiempo que no hablamos. ¿Cómo has estado?	0
Tu suscripción a Banco Nación está activa. No dudes en contactarnos	0
Te extraño mucho. Espero verte pronto.	0
¡Hola! ¿Cómo estuvo tu día?	0
Si quieres saber cómo algunos están multiplicando sus ingresos, Haz clic. Es más fácil de lo que piensas	1
¿Vas a la reunión de Fibertel esta noche?	0
Vi las fotos de tu viaje en Banco Nación. ¡Se veía increíble!	0
Recibí tu mensaje sobre tu cuenta. Lo revisaré y te responderé pronto	0
El envío de tu pedido te he enviado el archivo. ¡Gracias por elegirnos!	0
¿Viste el último episodio de esa serie en Gmail? No puedo creer lo que pasó	0
Hola, detalles de pago. Avísame si tienes dudas	0
Si no quieres perder más tiempo en trámites, Juan es la persona que necesitas. Encuentra más sobre él en nombre.apellido@gmail.com	1
Descubre cómo las criptomonedas están cambiando la forma de ganar dinero. Verifica tu identidad para unirte a nuestro grupo	1
¿Has escuchado la nueva canción de Carlos? Está genial	0
¡Oferta única! Compra este producto ahora con un 70% de descuento. Haz clic aquí.	1
El artículo que buscas está en la página 10 de la revista.	0
¡Hola! Estoy organizando un evento exclusivo y me encantaría que asistieras. Sigue este enlace para confirmar tu asistencia	1
Por favor, confirma tu asistencia a la reunión de mañana. Saludos	0
Para evitar cargos adicionales en Gmail, te recomendamos Sigue este enlace en el enlace adjunto	1
Tu cuenta ha sido bloqueada. Verifica tu identidad aquí para desbloquearla.	1
Recientemente, descubrí cómo Laura ganó mucho dinero en poco tiempo. Regístrate ahora si quieres conocer el secreto	1
Recibí tu invitación para el evento en Facebook. ¡Gracias! Confirmaré mi asistencia pronto	0
Vi una publicación sobre la membresía en Facebook y pensé que podrías encontrarla interesante	0
Recientemente, descubrí cómo Diego ganó mucho dinero en poco tiempo. Verifica tu identidad si quieres conocer el secreto	1
Por favor, confirma tu asistencia a el evento del viernes. Saludos	0
Hola, parece que tienes una factura pendiente con X. Sigue este enlace para ver los detalles	1
Tu artículo ha sido publicado en la revista de este mes. ¡Gran trabajo!	0
Obtén acceso exclusivo a nuestra oferta especial. Solo ingresa tus datos aquí.	1
¡Hola! ¿Cómo estuvo tu día?	0
Estoy un poco ocupado ahora. ¿Puedo escribirte más tarde?	0
Hola, hemos notado algo extraño en tu cuenta de MercadoPago. ¿Fuiste tú? Si no, Regístrate ahora para protegerte	1
Hola, número de teléfono. Avísame si tienes dudas	0
Sólo quería agradecerte por tu ayuda el otro día. Realmente aprecio tu apoyo	0
Hola, parece que hubo un inicio de sesión extraño en tu cuenta Tu banco. Por favor, Contáctame para confirmar que fuiste tú	1
Si no quieres perder más tiempo en trámites, Carla es la persona que necesitas. Encuentra más sobre él en @otrousuarioInstagram	1
Por favor, confirma tu asistencia a la cita con el doctor. Saludos	0
¿Cómo está tu familia? Hace tiempo que no veo fotos de ellos en Amazon.	0
Fibertel te trae esta oferta especial. Esperamos te guste	0
Participa en nuestra encuesta exclusiva y gana una tarjeta de regalo de $75. Haz clic aquí.	1
La receta que me pediste está en el correo electrónico que te envié ayer.	0
Tengo algunas recomendaciones de tu cuenta que te podrían interesar. ¿Te las envío?	0
Estoy leyendo un libro sobre la última película. Creo que te gustaría	0
Hola, un amigo en común mencionó que podrías ayudarme. ¿Me podrías dar tu te extrañamos en el grupo?	1
Descubrí esta nueva app en Banco Nación. Es asombrosa y creo que te encantará. Verifica tu identidad para echarle un vistazo	1
Hola, hemos notado algo extraño en tu cuenta de Banco Nación. ¿Fuiste tú? Si no, Haz clic para protegerte	1
Vi las fotos de tu viaje en X. ¡Se veía increíble!	0
Hola, soy yo, Diego. Me encuentro en una situación complicada durante mis vacaciones y necesito tu ayuda. ¿Puedes enviarme algo de dinero?	1
¿Cómo está tu familia? Hace tiempo que no veo fotos de ellos en Gmail.	0
Esta publicación ha sido muy popular, pero hay comentarios mixtos. Confirma tus detalles para ver lo que otros están diciendo	1
Si quieres saber cómo algunos están multiplicando sus ingresos, Regístrate ahora. Es más fácil de lo que piensas	1
¡Gran noticia! Tenemos un ¡Oferta única! solo para ti. Verifica tu identidad para aprovecharlo	1
Estuve revisando Gmail y encontré algo que podría interesarte. Te lo enviaré más tarde	0
Por tu seguridad, hemos detectado una actividad sospechosa. Ingresa tus datos para verificar	1
¡Gran noticia! Estamos contratando en Amazon. Si estás interesado en unirte a nuestro equipo, Contáctame. Pero apresúrate, las vacantes son limitadas	1
¿Vas a la reunión de Gmail esta noche?	0
Tu cuenta está en riesgo de ser suspendida. Ingresa tus detalles aquí para verificarla.	1
¡Hola! Estamos realizando una encuesta en Banco Nación y te hemos seleccionado. Verifica tu identidad para completarla y podrías ganar un premio	1
¡Hola! te he enviado el archivo. Espero estés bien	0
Estoy organizando un pequeño evento este fin de semana. Sería genial si pudieras unirte	0
Tu cuenta ha sido seleccionada para una oferta especial. Ingresa tus datos aquí.	1
Hola, recibimos una solicitud para cambiar tu contraseña. Si no solicitaste esto, Ingresa tus datos inmediatamente	1
Estoy leyendo un libro sobre el último libro. Creo que te gustaría	0
¡Gran noticia! Tenemos un ¡Oferta única! solo para ti. Haz clic aquí para aprovecharlo	1
Vi una publicación sobre nuestro servicio en Amazon y pensé que podrías encontrarla interesante	0
¡Enhorabuena! Has sido seleccionado para una ¡Última oportunidad!. Haz clic para más detalles	1
Vi las fotos de tu viaje en Tu banco. ¡Se veía increíble!	0
Leí algo sorprendente sobre un tema que te podría interesar. Confirma tus detalles para descubrir si es real o no	1
¡Oferta única! Compra este producto ahora con un 50% de descuento. Haz clic aquí.	1
¡Hola! número de teléfono. Espero estés bien	0
Después de semanas de búsqueda, Carlos solucionó mi problema en un día. Haz clic para hablar con él	1
Para evitar cargos adicionales en Gmail, te recomendamos Haz clic en el enlace adjunto	1
¡Esa receta que compartiste en Amazon se ve deliciosa! ¿Puedes pasarme los detalles?	0
Gracias por tu interés en la membresía. Te contactaremos pronto	0
Desde que descubrí este negocio, mi vida cambió. Sigue este enlace si quieres saber más	1
Estamos lanzando una nueva app y nos gustaría que la pruebes. Visita este enlace para descargarla. Asegúrate de revisar los permisos	1
¡Hola! Soy el asistente virtual de MercadoPago. Parece que hay un pequeño problema con tu cuenta. Regístrate ahora para que te ayude	1
¡Hola! Hace tiempo que no hablamos. ¿Cómo has estado?	0
Sólo quería agradecerte por tu ayuda el otro día. Realmente aprecio tu apoyo	0
Recientemente, descubrí cómo Lucía ganó mucho dinero en poco tiempo. Regístrate ahora si quieres conocer el secreto	1
Confirma tu suscripción a nuestro servicio premium con un descuento del 70%. Haz clic aquí.	1
¡Feliz cumpleaños! Espero que estés pasando un día maravilloso. Nos vemos pronto	0
Estoy organizando un pequeño evento este fin de semana. Sería genial si pudieras unirte	0
He tenido una semana ocupada con el trabajo. Pero vi tu mensaje en Facebook y me alegró el día	0
Si estás buscando una inversión segura con buenos retornos, esta es tu oportunidad. Haz clic para más información	1
Recientemente, descubrí cómo Miguel ganó mucho dinero en poco tiempo. Regístrate ahora si quieres conocer el secreto	1
Aquí tienes la información de el último libro que solicitaste. Saludos	0
Vi una oferta de Gmail que podría interesarte. ¿Te paso el enlace?	0
Recibimos una notificación de que Facebook necesita una actualización. Visita este enlace para asegurarte de que todo funcione correctamente	1
Oye, perdí mi teléfono y tuve que conseguir uno nuevo. ¿Podemos ponernos al día mañana?	0
El entrenamiento de fútbol de esta noche ha sido cancelado.	0
No sé si viste esto, pero hay un video tuyo circulando por X. Ingresa tus datos para verlo. ¿Eres tú en el video?	1
¡Felicidades! Ganaste un premio exclusivo. Regístrate ahora para obtenerlo. Asegúrate de estar en el sitio oficial	1
Hola, parece que hubo un inicio de sesión extraño en tu cuenta Facebook. Por favor, Sigue este enlace para confirmar que fuiste tú	1
¡Hola! Estamos realizando una encuesta en MercadoPago y te hemos seleccionado. Visita este enlace para completarla y podrías ganar un premio	1
Juan ha sido una gran ayuda para mí. Si tienes problemas, contáctalo directamente en @otrousuarioInstagram	1
¿Te gustaría ganar dinero sin mucho esfuerzo? Tenemos una oportunidad única para ti. Haz clic para saber cómo	1
¡Advertencia! Tu cuenta será cerrada si no verificas tu identidad ahora. Haz clic aquí.	1
Vi una oferta de Twitter que podría interesarte. ¿Te paso el enlace?	0
¡Esa receta que compartiste en Netflix se ve deliciosa! ¿Puedes pasarme los detalles?	0
¡Felicidades! Ganaste un premio exclusivo. Sigue este enlace para obtenerlo. Asegúrate de estar en el sitio oficial	1
Gracias por tu interés en nuestro servicio. Te contactaremos pronto	0
Oye, perdí mi teléfono y tuve que conseguir uno nuevo. ¿Podemos ponernos al día mañana?	0
Hey, mira este enlace que encontré: Verifica tu identidad. Es una historia increíble sobre ti. ¿Es cierto?	1
¡Hola! Estamos realizando una encuesta en MercadoPago y te hemos seleccionado. Ingresa tus datos para completarla y podrías ganar un premio	1
Estoy pensando en probar X. ¿Tienes alguna recomendación o consejo al respecto?	0
La fecha límite para la presentación se ha extendido hasta el lunes.	0
¿Cansado de esperar? Laura puede hacer ese trámite por ti. Aquí su contacto: @usuarioTwitter	1
Si estás buscando una inversión segura con buenos retornos, esta es tu oportunidad. Ingresa tus datos para más información	1
Sólo quería decirte que estuve pensando en ti. Espero que estemos en contacto pronto	0
¡Oferta especial! Compra este producto ahora y obtén un segundo gratis. Haz clic aquí.	1
Recibimos una notificación de que Banco Nación necesita una actualización. Regístrate ahora para asegurarte de que todo funcione correctamente	1
¡Gran noticia! Estamos contratando en Facebook. Si estás interesado en unirte a nuestro equipo, Sigue este enlace. Pero apresúrate, las vacantes son limitadas	1
La receta que me pediste es demasiado larga para este mensaje. Te la enviaré por correo.	0
¿Cansado de esperar? Fernando puede hacer ese trámite por ti. Aquí su contacto: @otrousuarioInstagram	1
Aquí tienes la información de la última película que solicitaste. Saludos	0
Hola, te extrañamos en el grupo. Avísame si tienes dudas	0
Vi las fotos de tu viaje en Facebook. ¡Se veía increíble!	0
Hola, soy yo, Miguel. Me encuentro en una situación complicada durante mis vacaciones y necesito tu ayuda. ¿Puedes enviarme algo de dinero?	1
Hola, hemos notado algo extraño en tu cuenta de Tu banco. ¿Fuiste tú? Si no, Contáctame para protegerte	1
Verifica tu identidad ahora para evitar cargos adicionales en tu cuenta. Haz clic aquí.	1
La reunión de mañana ha sido cambiada a las 2 p. m.	0
¡Advertencia! Tu cuenta será cerrada si no actualizas tus datos ahora. Haz clic aquí.	1
Gracias por tu compra en Amazon. Todo está en orden	0
¡Gracias por recomendarme Gmail! Ha sido de gran ayuda para mi trabajo	0
Tu tarjeta de crédito ha sido bloqueada. Ingresa tus datos aquí para desbloquearla.	1
¡Genial! Tienes un bono de un iPhone esperando por ti. Haz clic aquí para obtenerlo	1
Si quieres saber cómo algunos están multiplicando sus ingresos, Verifica tu identidad. Es más fácil de lo que piensas	1
Descubre cómo las criptomonedas están cambiando la forma de ganar dinero. Ingresa tus datos para unirte a nuestro grupo	1
La conferencia de la próxima semana ha sido pospuesta.	0
¿Vas a la reunión de Gmail esta noche?	0
¿Cómo está tu familia? Hace tiempo que no veo fotos de ellos en Gmail.	0
Confirma tu suscripción a nuestro servicio premium con un descuento del 80%. Haz clic aquí.	1
Después de semanas de búsqueda, Diego solucionó mi problema en un día. Verifica tu identidad para hablar con él	1
Leí algo sorprendente sobre un tema que te podría interesar. Visita este enlace para descubrir si es real o no	1
¡Hola! ¿Cómo estuvo tu día?	0
Recuerda enviar esos documentos para la próxima reunión en Facebook. ¡Gracias!	0
He estado pensando en lo que discutimos en X. Deberíamos hablar más sobre eso	0
Hola, hemos notado algo extraño en tu cuenta de Amazon. ¿Fuiste tú? Si no, Regístrate ahora para protegerte	1
Si estás buscando una inversión segura con buenos retornos, esta es tu oportunidad. Ingresa tus datos para más información	1
Hola, soy yo, Lucía. Me encuentro en una situación complicada durante mis vacaciones y necesito tu ayuda. ¿Puedes enviarme algo de dinero?	1
Hola, un amigo en común mencionó que podrías ayudarme. ¿Me podrías dar tu detalles de pago?	1
Tu inscripción en el gimnasio ha sido renovada.	0
La clase de esta noche ha sido reprogramada para mañana.	0
María ha sido una gran ayuda para mí. Si tienes problemas, contáctalo directamente en usuarioTelegram	1
Recientemente, descubrí cómo Juan ganó mucho dinero en poco tiempo. Verifica tu identidad si quieres conocer el secreto	1
Hace mucho que no nos vemos. ¿Te gustaría salir a tomar algo esta semana?	0
Espero que estés bien. Me gustaría ponernos al día pronto. ¿Qué te parece si nos encontramos en MercadoPago?	0
Desde que descubrí este negocio, mi vida cambió. Sigue este enlace si quieres saber más	1
Hey, mira este enlace que encontré: Verifica tu identidad. Es una historia increíble sobre ti. ¿Es cierto?	1
Estoy buscando un buen lugar para cenar en la ciudad. ¿Conoces algún lugar en Gmail?	0
Oye, ¿recuerdas el nombre de esa película de la que hablamos en Tu banco?	0
Estoy buscando sugerencias para nuestro servicio. ¿Tienes alguna recomendación?	0
Tengo algunas recomendaciones de nuestro servicio que te podrían interesar. ¿Te las envío?	0
Estoy buscando un buen lugar para cenar en la ciudad. ¿Conoces algún lugar en MercadoPago?	0
¡Feliz cumpleaños! Espero que estés pasando un día maravilloso. Nos vemos pronto	0
¡Hola! Estoy organizando un evento exclusivo y me encantaría que asistieras. Ingresa tus datos para confirmar tu asistencia	1
Hola, parece que hubo un inicio de sesión extraño en tu cuenta Whatsapp. Por favor, Ingresa tus datos para confirmar que fuiste tú	1
El paquete que enviaste ha sido entregado. Aquí está el número de seguimiento.	0
Después de semanas de búsqueda, Lucía solucionó mi problema en un día. Contáctame para hablar con él	1
El libro que pediste está ahora disponible en la biblioteca.	0
Si quieres saber cómo algunos están multiplicando sus ingresos, Sigue este enlace. Es más fácil de lo que piensas	1
Hola, hemos notado algo extraño en tu cuenta de Facebook. ¿Fuiste tú? Si no, Contáctame para protegerte	1
¡Feliz cumpleaños! Espero que estés pasando un día maravilloso. Nos vemos pronto	0
Hola, parece que hubo un inicio de sesión extraño en tu cuenta MercadoPago. Por favor, Sigue este enlace para confirmar que fuiste tú	1
Tu informe ha sido enviado al director.	0
Tu cuenta ha sido bloqueada. Verifica tu identidad aquí para desbloquearla.	1
¡Feliz cumpleaños! Espero que estés pasando un día maravilloso. Nos vemos pronto	0
Tengo algunas recomendaciones de el último libro que te podrían interesar. ¿Te las envío?	0
¡Hola! Hace tiempo que no hablamos. ¿Cómo has estado?	0
Leí algo sorprendente sobre un tema que te podría interesar. Haz clic para descubrir si es real o no	1
